Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(N)
"","3.5000","1.1399","1.5444"
"","3.5200","1.1463","1.5250"
"","3.5400","1.1520","1.6221"
"","3.5600","1.1582","1.6806"
"","3.5800","1.1658","1.6235"
"","3.6000","1.1730","1.5581"
"","3.6200","1.1794","1.6064"
"","3.6400","1.1856","1.6630"
"","3.6600","1.1920","1.6593"
"","3.6800","1.1989","1.6306"
"","3.7000","1.2053","1.6104"
"","3.7200","1.2117","1.6184"
"","3.7400","1.2190","1.6628"
"","3.7600","1.2261","1.7067"
"","3.7800","1.2331","1.6671"
"","3.8000","1.2394","1.5748"
"","3.8200","1.2456","1.6002"
"","3.8400","1.2525","1.7283"
"","3.8600","1.2593","1.7672"
"","3.8800","1.2657","1.6456"
"","3.9000","1.2724","1.5339"
"","3.9200","1.2789","1.6473"
"","3.9400","1.2858","1.8206"
"","3.9600","1.2927","1.7718"
"","3.9800","1.2994","1.5935"
"","4.0000","1.3064","1.5832"
"","4.0200","1.3131","1.7641"
"","4.0400","1.3194","1.8667"
"","4.0600","1.3259","1.7199"
"","4.0800","1.3325","1.5537"
"","4.1000","1.3397","1.6635"
"","4.1200","1.3470","1.8758"
"","4.1400","1.3534","1.8547"
"","4.1600","1.3597","1.6338"
"","4.1800","1.3659","1.5388"
"","4.2000","1.3720","1.7357"
"","4.2200","1.3789","1.9478"
"","4.2400","1.3856","1.8280"
"","4.2600","1.3923","1.5733"
"","4.2800","1.3992","1.6067"
"","4.3000","1.4058","1.8693"
"","4.3200","1.4122","1.9183"
"","4.3400","1.4185","1.6913"
"","4.3600","1.4251","1.5892"
"","4.3800","1.4325","1.7506"
"","4.4000","1.4395","1.8998"
"","4.4200","1.4461","1.8261"
"","4.4400","1.4527","1.6798"
"","4.4600","1.4593","1.7006"
"","4.4800","1.4661","1.8053"
"","4.5000","1.4724","1.8662"
"","4.5200","1.4785","1.8516"
"","4.5400","1.4854","1.7696"
"","4.5600","1.4922","1.7113"
"","4.5800","1.4987","1.7847"
"","4.6000","1.5055","1.9246"
"","4.6200","1.5123","1.8804"
"","4.6400","1.5196","1.6820"
"","4.6600","1.5263","1.6590"
"","4.6800","1.5321","1.9204"
"","4.7000","1.5387","2.0409"
"","4.7200","1.5454","1.7687"
"","4.7400","1.5522","1.5716"
"","4.7600","1.5592","1.8199"
"","4.7800","1.5658","2.0823"
"","4.8000","1.5724","1.9299"
"","4.8200","1.5788","1.6292"
"","4.8400","1.5848","1.6944"
"","4.8600","1.5915","2.0327"
"","4.8800","1.5988","2.0716"
"","4.9000","1.6060","1.7378"
"","4.9200","1.6132","1.6133"
"","4.9400","1.6196","1.8722"
"","4.9600","1.6259","2.0945"
"","4.9800","1.6325","1.9129"
"","5.0000","1.6389","1.6804"
"","5.0200","1.6457","1.7997"
"","5.0400","1.6526","2.0308"
"","5.0600","1.6592","1.9904"
"","5.0800","1.6662","1.7738"
"","5.1000","1.6727","1.7286"
"","5.1200","1.6790","1.9334"
"","5.1400","1.6856","2.0057"
"","5.1600","1.6920","1.8670"
"","5.1800","1.6988","1.7808"
"","5.2000","1.7057","1.8906"
"","5.2200","1.7121","1.9747"
"","5.2400","1.7191","1.9148"
"","5.2600","1.7261","1.8561"
"","5.2800","1.7328","1.8907"
"","5.3000","1.7396","1.9239"
"","5.3200","1.7459","1.9089"
"","5.3400","1.7526","1.9314"
"","5.3600","1.7594","1.9494"
"","5.3800","1.7660","1.8916"
"","5.4000","1.7729","1.8847"
"","5.4200","1.7796","1.9525"
"","5.4400","1.7862","1.9797"
"","5.4600","1.7928","1.8759"
"","5.4800","1.7986","1.8294"
"","5.5000","1.8049","1.9638"
"","5.5200","1.8123","2.0579"
"","5.5400","1.8193","1.9170"
"","5.5600","1.8261","1.7933"
"","5.5800","1.8328","1.8925"
"","5.6000","1.8393","2.0505"
"","5.6200","1.8460","1.9974"
"","5.6400","1.8522","1.8414"
"","5.6600","1.8585","1.8859"
"","5.6800","1.8656","2.0181"
"","5.7000","1.8726","1.9997"
"","5.7200","1.8795","1.9039"
"","5.7400","1.8858","1.8978"
"","5.7600","1.8923","1.9528"
"","5.7800","1.8991","1.9712"
"","5.8000","1.9059","1.9770"
"","5.8200","1.9124","1.9839"
"","5.8400","1.9192","1.9339"
"","5.8600","1.9258","1.8993"
"","5.8800","1.9326","1.9909"
"","5.9000","1.9395","2.0765"
"","5.9200","1.9461","1.9742"
"","5.9400","1.9531","1.8516"
"","5.9600","1.9596","1.9230"
"","5.9800","1.9659","2.0829"
"","6.0000","1.9723","2.0401"
"","6.0200","1.9788","1.8693"
"","6.0400","1.9857","1.8853"
"","6.0600","1.9929","2.0855"
"","6.0800","1.9995","2.1244"
"","6.1000","2.0060","1.9343"
"","6.1200","2.0123","1.8062"
"","6.1400","2.0185","1.9518"
"","6.1600","2.0253","2.1799"
"","6.1800","2.0321","2.0912"
"","6.2000","2.0390","1.8265"
"","6.2200","2.0460","1.8090"
"","6.2400","2.0526","2.0869"
"","6.2600","2.0590","2.2322"
"","6.2800","2.0653","1.9329"
"","6.3000","2.0717","1.6988"
"","6.3200","2.0790","1.9772"
"","6.3400","2.0861","2.3230"
"","6.3600","2.0927","2.1438"
"","6.3800","2.0994","1.7032"
"","6.4000","2.1060","1.7678"
"","6.4200","2.1128","2.2367"
"","6.4400","2.1193","2.3050"
"","6.4600","2.1255","1.8765"
"","6.4800","2.1324","1.7011"
"","6.5000","2.1394","2.0497"
"","6.5200","2.1459","2.3233"
"","6.5400","2.1525","2.0810"
"","6.5600","2.1592","1.7463"
"","6.5800","2.1663","1.8670"
"","6.6000","2.1731","2.1950"
"","6.6200","2.1790","2.1920"
"","6.6400","2.1853","1.9404"
"","6.6600","2.1920","1.8637"
"","6.6800","2.1989","2.0277"
"","6.7000","2.2060","2.1544"
"","6.7200","2.2127","2.0953"
"","6.7400","2.2194","1.9770"
"","6.7600","2.2259","1.9322"
"","6.7800","2.2320","1.9922"
"","6.8000","2.2386","2.1017"
"","6.8200","2.2458","2.1373"
"","6.8400","2.2528","2.0098"
"","6.8600","2.2600","1.9219"
"","6.8800","2.2663","2.0260"
"","6.9000","2.2724","2.1612"
"","6.9200","2.2789","2.0961"
"","6.9400","2.2852","1.9245"
"","6.9600","2.2920","1.9703"
"","6.9800","2.2992","2.1534"
"","7.0000","2.3060","2.1768"
"","7.0200","2.3130","2.0007"
"","7.0400","2.3194","1.8751"
"","7.0600","2.3257","2.0082"
"","7.0800","2.3325","2.1976"
"","7.1000","2.3390","2.1768"
"","7.1200","2.3458","1.9338"
"","7.1400","2.3525","1.8672"
"","7.1600","2.3587","2.1026"
"","7.1800","2.3653","2.3117"
"","7.2000","2.3722","2.1291"
"","7.2200","2.3789","1.8101"
"","7.2400","2.3858","1.9070"
"","7.2600","2.3922","2.2862"
"","7.2800","2.3987","2.3175"
"","7.3000","2.4057","1.9201"
"","7.3200","2.4123","1.7442"
"","7.3400","2.4194","2.1276"
"","7.3600","2.4264","2.4119"
"","7.3800","2.4332","2.1368"
"","7.4000","2.4397","1.7348"
"","7.4200","2.4454","1.8433"
"","7.4400","2.4516","2.3014"
"","7.4600","2.4587","2.3605"
"","7.4800","2.4658","1.9733"
"","7.5000","2.4726","1.7752"
"","7.5200","2.4791","2.0325"
"","7.5400","2.4856","2.3414"
"","7.5600","2.4922","2.2596"
"","7.5800","2.4986","1.9390"
"","7.6000","2.5051","1.8233"
"","7.6200","2.5124","2.0875"
"","7.6400","2.5195","2.3441"
"","7.6600","2.5264","2.2366"
"","7.6800","2.5328","1.8757"
"","7.7000","2.5391","1.8171"
"","7.7200","2.5460","2.2046"
"","7.7400","2.5526","2.4370"
"","7.7600","2.5590","2.1065"
"","7.7800","2.5659","1.7099"
"","7.8000","2.5725","1.8974"
"","7.8200","2.5791","2.3971"
"","7.8400","2.5859","2.3764"
"","7.8600","2.5926","1.8700"
"","7.8800","2.5996","1.7518"
"","7.9000","2.6061","2.2023"
"","7.9200","2.6121","2.4508"
"","7.9400","2.6188","2.1122"
"","7.9600","2.6254","1.7625"
"","7.9800","2.6324","1.9816"
"","8.0000","2.6398","2.3535"
"","8.0200","2.6463","2.2709"
"","8.0400","2.6525","1.9543"
"","8.0600","2.6586","1.9121"
"","8.0800","2.6649","2.1795"
"","8.1000","2.6719","2.3099"
"","8.1200","2.6788","2.1505"
"","8.1400","2.6855","2.0020"
"","8.1600","2.6924","2.0479"
"","8.1800","2.6988","2.1815"
"","8.2000","2.7054","2.2254"
"","8.2200","2.7119","2.1280"
"","8.2400","2.7181","2.0192"
"","8.2600","2.7254","2.0619"
"","8.2800","2.7325","2.1829"
"","8.3000","2.7391","2.2253"
"","8.3200","2.7458","2.0856"
"","8.3400","2.7523","1.9749"
"","8.3600","2.7591","2.0907"
"","8.3800","2.7658","2.2536"
"","8.4000","2.7720","2.1854"
